Timestamp,Consumer,Consumption
2025-06-16 12:00:00,Consumer 1,206.07
2025-06-16 12:00:00,Consumer 2,0.87
2025-06-16 12:00:00,Consumer 3,199.35
2025-06-16 12:00:00,Consumer 4,118.81
2025-06-16 12:00:00,Consumer 5,164.97
2025-06-16 13:00:00,Consumer 1,206.38
2025-06-16 13:00:00,Consumer 2,0.99
2025-06-16 13:00:00,Consumer 3,175.45
2025-06-16 13:00:00,Consumer 4,136.1
2025-06-16 13:00:00,Consumer 5,121.19
2025-06-16 14:00:00,Consumer 1,210.4
2025-06-16 14:00:00,Consumer 2,0.95
2025-06-16 14:00:00,Consumer 3,178.84
2025-06-16 14:00:00,Consumer 4,135.19
2025-06-16 14:00:00,Consumer 5,179.37
2025-06-16 15:00:00,Consumer 1,227.37
2025-06-16 15:00:00,Consumer 2,0.92
2025-06-16 15:00:00,Consumer 3,204.52
2025-06-16 15:00:00,Consumer 4,98.99
2025-06-16 16:00:00,Consumer 1,231.92
2025-06-16 16:00:00,Consumer 2,0.91
2025-06-16 16:00:00,Consumer 3,203.17
2025-06-16 16:00:00,Consumer 4,96.54
2025-06-16 16:00:00,Consumer 5,152.11
2025-06-16 17:00:00,Consumer 2,0.95
2025-06-16 17:00:00,Consumer 3,190.6
2025-06-16 17:00:00,Consumer 5,147.93
2025-06-16 18:00:00,Consumer 1,236.65
2025-06-16 18:00:00,Consumer 4,97.86
2025-06-16 18:00:00,Consumer 5,142.12
2025-06-16 19:00:00,Consumer 1,235.04
2025-06-16 19:00:00,Consumer 2,1.44
2025-06-16 19:00:00,Consumer 3,57.58
2025-06-16 19:00:00,Consumer 4,84.06
2025-06-16 19:00:00,Consumer 5,151.55
2025-06-16 20:00:00,Consumer 1,234.4
2025-06-16 20:00:00,Consumer 2,3.04
2025-06-16 20:00:00,Consumer 3,38.34
2025-06-16 20:00:00,Consumer 4,82.43
2025-06-16 20:00:00,Consumer 5,121.8
2025-06-16 21:00:00,Consumer 1,227.76
2025-06-16 21:00:00,Consumer 2,1.4
2025-06-16 21:00:00,Consumer 3,37.56
2025-06-16 21:00:00,Consumer 4,71.39
2025-06-16 21:00:00,Consumer 5,105.62
2025-06-16 22:00:00,Consumer 1,227.07
2025-06-16 22:00:00,Consumer 2,1.38
2025-06-16 22:00:00,Consumer 3,34.19
2025-06-16 22:00:00,Consumer 4,53.93
2025-06-16 22:00:00,Consumer 5,122.95
2025-06-16 23:00:00,Consumer 1,224.92
2025-06-16 23:00:00,Consumer 2,1.42
2025-06-16 23:00:00,Consumer 3,33.87
2025-06-16 23:00:00,Consumer 4,22.22
2025-06-16 23:00:00,Consumer 5,102.95
2025-06-17 00:00:00,Consumer 1,223.89
2025-06-17 00:00:00,Consumer 2,1.45
2025-06-17 00:00:00,Consumer 3,33.56
2025-06-17 00:00:00,Consumer 4,12.62
2025-06-17 00:00:00,Consumer 5,110.77
2025-06-17 01:00:00,Consumer 1,223.27
2025-06-17 01:00:00,Consumer 2,1.47
2025-06-17 01:00:00,Consumer 3,33.67
2025-06-17 01:00:00,Consumer 4,12.7
2025-06-17 01:00:00,Consumer 5,102.76
2025-06-17 02:00:00,Consumer 1,222.27
2025-06-17 02:00:00,Consumer 2,1.5
2025-06-17 02:00:00,Consumer 3,34.54
2025-06-17 02:00:00,Consumer 4,23.09
2025-06-17 02:00:00,Consumer 5,91.4
2025-06-17 03:00:00,Consumer 1,229.85
2025-06-17 03:00:00,Consumer 2,1.54
2025-06-17 03:00:00,Consumer 3,33.35
2025-06-17 03:00:00,Consumer 4,58.33
2025-06-17 04:00:00,Consumer 1,223.91
2025-06-17 04:00:00,Consumer 2,1.44
2025-06-17 04:00:00,Consumer 3,32.2
2025-06-17 04:00:00,Consumer 4,58.17
2025-06-17 04:00:00,Consumer 5,89.55
2025-06-17 05:00:00,Consumer 1,225.28
2025-06-17 05:00:00,Consumer 2,1.3266666666666667
2025-06-17 05:00:00,Consumer 3,30.15
2025-06-17 05:00:00,Consumer 5,92.74
2025-06-17 06:00:00,Consumer 3,28.2
2025-06-17 06:00:00,Consumer 4,120.42
2025-06-17 06:00:00,Consumer 5,107.9
2025-06-17 07:00:00,Consumer 1,215.11
2025-06-17 07:00:00,Consumer 2,1.1
2025-06-17 07:00:00,Consumer 3,24.69
2025-06-17 07:00:00,Consumer 4,128.86
2025-06-17 07:00:00,Consumer 5,113.17
2025-06-17 08:00:00,Consumer 1,187.29
2025-06-17 08:00:00,Consumer 3,34.43
2025-06-17 08:00:00,Consumer 4,104.11
2025-06-17 08:00:00,Consumer 5,125.77
2025-06-17 09:00:00,Consumer 1,218.37
2025-06-17 09:00:00,Consumer 2,0.93
2025-06-17 09:00:00,Consumer 4,121.44
2025-06-17 10:00:00,Consumer 1,216.19
2025-06-17 10:00:00,Consumer 2,0.88
2025-06-17 10:00:00,Consumer 3,194.67
2025-06-17 10:00:00,Consumer 4,120.68
2025-06-17 10:00:00,Consumer 5,178.14
2025-06-17 11:00:00,Consumer 1,176.47
2025-06-17 11:00:00,Consumer 2,0.86
2025-06-17 11:00:00,Consumer 3,190.0
2025-06-17 11:00:00,Consumer 5,184.87
2025-06-17 12:00:00,Consumer 1,213.78
2025-06-17 12:00:00,Consumer 2,0.78
2025-06-17 12:00:00,Consumer 3,184.85
2025-06-17 12:00:00,Consumer 4,102.0
2025-06-17 12:00:00,Consumer 5,183.44
2025-06-17 13:00:00,Consumer 1,213.71
2025-06-17 13:00:00,Consumer 2,0.86
2025-06-17 13:00:00,Consumer 3,174.73
2025-06-17 13:00:00,Consumer 4,108.17
2025-06-17 13:00:00,Consumer 5,134.19
2025-06-17 14:00:00,Consumer 1,202.55
2025-06-17 14:00:00,Consumer 2,0.93
2025-06-17 14:00:00,Consumer 3,164.14
2025-06-17 14:00:00,Consumer 4,111.25
2025-06-17 14:00:00,Consumer 5,198.54
2025-06-17 15:00:00,Consumer 1,210.85
2025-06-17 15:00:00,Consumer 2,0.88
2025-06-17 15:00:00,Consumer 3,184.83
2025-06-17 15:00:00,Consumer 4,106.68
2025-06-17 16:00:00,Consumer 1,202.14
2025-06-17 16:00:00,Consumer 2,0.85
2025-06-17 16:00:00,Consumer 3,181.21
2025-06-17 16:00:00,Consumer 4,72.21
2025-06-17 16:00:00,Consumer 5,190.44
2025-06-17 17:00:00,Consumer 2,0.77
2025-06-17 17:00:00,Consumer 3,175.07
2025-06-17 17:00:00,Consumer 5,178.44
2025-06-17 18:00:00,Consumer 1,239.69
2025-06-17 18:00:00,Consumer 4,85.19
2025-06-17 18:00:00,Consumer 5,155.87
2025-06-17 19:00:00,Consumer 1,233.63
2025-06-17 19:00:00,Consumer 2,1.25
2025-06-17 19:00:00,Consumer 3,48.78
2025-06-17 19:00:00,Consumer 4,72.31
2025-06-17 19:00:00,Consumer 5,131.98
2025-06-17 20:00:00,Consumer 1,228.8
2025-06-17 20:00:00,Consumer 2,1.32
2025-06-17 20:00:00,Consumer 3,34.3
2025-06-17 20:00:00,Consumer 4,68.19
2025-06-17 20:00:00,Consumer 5,94.58
2025-06-17 21:00:00,Consumer 1,225.15
2025-06-17 21:00:00,Consumer 2,1.41
2025-06-17 21:00:00,Consumer 3,31.56
2025-06-17 21:00:00,Consumer 4,77.38
2025-06-17 21:00:00,Consumer 5,111.21
2025-06-17 22:00:00,Consumer 1,226.32
2025-06-17 22:00:00,Consumer 2,1.36
2025-06-17 22:00:00,Consumer 3,27.77
2025-06-17 22:00:00,Consumer 4,63.11
2025-06-17 22:00:00,Consumer 5,93.7
2025-06-17 23:00:00,Consumer 1,223.0
2025-06-17 23:00:00,Consumer 2,1.43
2025-06-17 23:00:00,Consumer 3,27.24
2025-06-17 23:00:00,Consumer 4,26.37
2025-06-17 23:00:00,Consumer 5,101.17
2025-06-18 00:00:00,Consumer 1,221.63
2025-06-18 00:00:00,Consumer 2,1.51
2025-06-18 00:00:00,Consumer 3,28.83
2025-06-18 00:00:00,Consumer 4,22.76
2025-06-18 00:00:00,Consumer 5,101.88
2025-06-18 01:00:00,Consumer 1,220.55
2025-06-18 01:00:00,Consumer 2,1.57
2025-06-18 01:00:00,Consumer 3,28.97
2025-06-18 01:00:00,Consumer 4,13.47
2025-06-18 01:00:00,Consumer 5,109.74
2025-06-18 02:00:00,Consumer 1,220.38
2025-06-18 02:00:00,Consumer 2,1.61
2025-06-18 02:00:00,Consumer 3,28.98
2025-06-18 02:00:00,Consumer 4,20.63
2025-06-18 02:00:00,Consumer 5,101.37
2025-06-18 03:00:00,Consumer 1,220.62
2025-06-18 03:00:00,Consumer 2,1.56
2025-06-18 03:00:00,Consumer 3,26.77
2025-06-18 03:00:00,Consumer 4,58.38
2025-06-18 04:00:00,Consumer 1,228.13
2025-06-18 04:00:00,Consumer 2,1.47
2025-06-18 04:00:00,Consumer 3,26.91
2025-06-18 04:00:00,Consumer 4,58.23
2025-06-18 04:00:00,Consumer 5,99.02
2025-06-18 05:00:00,Consumer 1,218.75
2025-06-18 05:00:00,Consumer 2,1.22
2025-06-18 05:00:00,Consumer 3,25.24
2025-06-18 05:00:00,Consumer 5,98.97
2025-06-18 06:00:00,Consumer 3,19.28
2025-06-18 06:00:00,Consumer 4,114.04
2025-06-18 06:00:00,Consumer 5,77.45
2025-06-18 07:00:00,Consumer 1,208.19
2025-06-18 07:00:00,Consumer 2,0.81
2025-06-18 07:00:00,Consumer 3,15.31
2025-06-18 07:00:00,Consumer 4,86.39
2025-06-18 07:00:00,Consumer 5,83.62
2025-06-18 08:00:00,Consumer 1,216.14
2025-06-18 08:00:00,Consumer 3,45.06
2025-06-18 08:00:00,Consumer 4,92.0
2025-06-18 08:00:00,Consumer 5,101.74
2025-06-18 09:00:00,Consumer 1,216.16
2025-06-18 09:00:00,Consumer 2,0.91
2025-06-18 09:00:00,Consumer 4,115.06
2025-06-18 10:00:00,Consumer 1,213.83
2025-06-18 10:00:00,Consumer 2,0.9
2025-06-18 10:00:00,Consumer 3,210.68
2025-06-18 10:00:00,Consumer 4,102.04
2025-06-18 10:00:00,Consumer 5,139.45
2025-06-18 11:00:00,Consumer 1,211.22
2025-06-18 11:00:00,Consumer 2,0.91
2025-06-18 11:00:00,Consumer 3,215.63
2025-06-18 11:00:00,Consumer 5,175.49
2025-06-18 12:00:00,Consumer 1,205.56
2025-06-18 12:00:00,Consumer 2,0.9
2025-06-18 12:00:00,Consumer 3,203.71
2025-06-18 12:00:00,Consumer 4,116.12
2025-06-18 12:00:00,Consumer 5,211.68
2025-06-18 13:00:00,Consumer 1,207.31
2025-06-18 13:00:00,Consumer 2,0.91
2025-06-18 13:00:00,Consumer 3,192.46
2025-06-18 13:00:00,Consumer 4,105.86
2025-06-18 13:00:00,Consumer 5,123.61
2025-06-18 14:00:00,Consumer 1,218.22
2025-06-18 14:00:00,Consumer 2,0.88
2025-06-18 14:00:00,Consumer 3,180.15
2025-06-18 14:00:00,Consumer 4,107.65
2025-06-18 14:00:00,Consumer 5,187.72
2025-06-18 15:00:00,Consumer 1,219.37
2025-06-18 15:00:00,Consumer 2,0.89
2025-06-18 15:00:00,Consumer 3,203.67
2025-06-18 15:00:00,Consumer 4,134.26
2025-06-18 16:00:00,Consumer 1,205.58
2025-06-18 16:00:00,Consumer 2,0.89
2025-06-18 16:00:00,Consumer 3,211.52
2025-06-18 16:00:00,Consumer 4,114.58
2025-06-18 16:00:00,Consumer 5,176.85
2025-06-18 17:00:00,Consumer 2,0.84
2025-06-18 17:00:00,Consumer 3,200.73
2025-06-18 17:00:00,Consumer 5,191.16
2025-06-18 18:00:00,Consumer 1,139.2
2025-06-18 18:00:00,Consumer 4,121.79
2025-06-18 18:00:00,Consumer 5,202.11
2025-06-18 19:00:00,Consumer 1,218.42
2025-06-18 19:00:00,Consumer 2,1.35
2025-06-18 19:00:00,Consumer 3,61.2
2025-06-18 19:00:00,Consumer 4,111.62
2025-06-18 19:00:00,Consumer 5,161.84
2025-06-18 20:00:00,Consumer 1,210.02
2025-06-18 20:00:00,Consumer 2,1.31
2025-06-18 20:00:00,Consumer 3,40.81
2025-06-18 20:00:00,Consumer 4,111.28
2025-06-18 20:00:00,Consumer 5,116.63
2025-06-18 21:00:00,Consumer 1,208.06
2025-06-18 21:00:00,Consumer 2,1.3
2025-06-18 21:00:00,Consumer 3,37.11
2025-06-18 21:00:00,Consumer 4,104.03
2025-06-18 21:00:00,Consumer 5,118.95
2025-06-18 22:00:00,Consumer 1,207.17
2025-06-18 22:00:00,Consumer 2,1.36
2025-06-18 22:00:00,Consumer 3,28.13
2025-06-18 22:00:00,Consumer 4,91.37
2025-06-18 22:00:00,Consumer 5,107.45
2025-06-18 23:00:00,Consumer 1,206.17
2025-06-18 23:00:00,Consumer 2,1.42
2025-06-18 23:00:00,Consumer 3,27.9
2025-06-18 23:00:00,Consumer 4,103.13
2025-06-18 23:00:00,Consumer 5,75.4
2025-06-19 00:00:00,Consumer 1,205.48
2025-06-19 00:00:00,Consumer 2,1.5
2025-06-19 00:00:00,Consumer 3,28.75
2025-06-19 00:00:00,Consumer 4,84.03
2025-06-19 00:00:00,Consumer 5,95.44
2025-06-19 01:00:00,Consumer 1,205.21
2025-06-19 01:00:00,Consumer 2,1.56
2025-06-19 01:00:00,Consumer 3,28.64
2025-06-19 01:00:00,Consumer 4,85.97
2025-06-19 01:00:00,Consumer 5,98.93
2025-06-19 02:00:00,Consumer 1,213.55
2025-06-19 02:00:00,Consumer 2,1.49
2025-06-19 02:00:00,Consumer 3,28.69
2025-06-19 02:00:00,Consumer 4,123.48
2025-06-19 02:00:00,Consumer 5,100.57
2025-06-19 03:00:00,Consumer 1,224.42
2025-06-19 03:00:00,Consumer 2,1.47
2025-06-19 03:00:00,Consumer 3,28.67
2025-06-19 03:00:00,Consumer 4,122.65
2025-06-19 04:00:00,Consumer 1,223.68
2025-06-19 04:00:00,Consumer 2,1.42
2025-06-19 04:00:00,Consumer 3,28.61
2025-06-19 04:00:00,Consumer 4,121.97
2025-06-19 04:00:00,Consumer 5,78.93
2025-06-19 05:00:00,Consumer 1,218.55
2025-06-19 05:00:00,Consumer 2,1.2
2025-06-19 05:00:00,Consumer 3,26.69
2025-06-19 05:00:00,Consumer 5,107.69
2025-06-19 06:00:00,Consumer 3,20.02
2025-06-19 06:00:00,Consumer 4,120.86
2025-06-19 06:00:00,Consumer 5,85.0
2025-06-19 07:00:00,Consumer 1,214.19
2025-06-19 07:00:00,Consumer 2,0.81
2025-06-19 07:00:00,Consumer 3,12.09
2025-06-19 07:00:00,Consumer 4,150.73
2025-06-19 07:00:00,Consumer 5,101.27
2025-06-19 08:00:00,Consumer 1,216.42
2025-06-19 08:00:00,Consumer 3,48.31
2025-06-19 08:00:00,Consumer 4,125.93
2025-06-19 08:00:00,Consumer 5,90.74
2025-06-19 09:00:00,Consumer 1,211.29
2025-06-19 09:00:00,Consumer 2,0.79
2025-06-19 09:00:00,Consumer 4,124.88
2025-06-19 10:00:00,Consumer 1,125.05
2025-06-19 10:00:00,Consumer 2,0.8
2025-06-19 10:00:00,Consumer 3,206.89
2025-06-19 10:00:00,Consumer 4,130.97
2025-06-19 10:00:00,Consumer 5,150.36
2025-06-19 11:00:00,Consumer 1,168.03
2025-06-19 11:00:00,Consumer 2,0.9
2025-06-19 11:00:00,Consumer 3,203.99
2025-06-19 11:00:00,Consumer 5,163.71
2025-06-19 12:00:00,Consumer 1,212.95
2025-06-19 12:00:00,Consumer 2,0.92
2025-06-19 12:00:00,Consumer 3,199.12
2025-06-19 12:00:00,Consumer 4,123.38
2025-06-19 12:00:00,Consumer 5,186.28
2025-06-19 13:00:00,Consumer 1,212.0
2025-06-19 13:00:00,Consumer 2,0.89
2025-06-19 13:00:00,Consumer 3,182.68
2025-06-19 13:00:00,Consumer 4,112.41
2025-06-19 13:00:00,Consumer 5,130.53
2025-06-19 14:00:00,Consumer 1,206.45
2025-06-19 14:00:00,Consumer 2,0.78
2025-06-19 14:00:00,Consumer 3,172.72
2025-06-19 14:00:00,Consumer 4,131.85
2025-06-19 14:00:00,Consumer 5,167.67
2025-06-19 15:00:00,Consumer 1,203.5
2025-06-19 15:00:00,Consumer 2,2.52
2025-06-19 15:00:00,Consumer 3,208.15
2025-06-19 15:00:00,Consumer 4,114.01
2025-06-19 16:00:00,Consumer 1,208.59
2025-06-19 16:00:00,Consumer 2,8.45
2025-06-19 16:00:00,Consumer 3,214.14
2025-06-19 16:00:00,Consumer 4,102.13
2025-06-19 16:00:00,Consumer 5,186.61
2025-06-19 17:00:00,Consumer 2,0.8
2025-06-19 17:00:00,Consumer 3,191.4
2025-06-19 17:00:00,Consumer 5,190.1
2025-06-19 18:00:00,Consumer 1,226.9
2025-06-19 18:00:00,Consumer 4,122.03
2025-06-19 18:00:00,Consumer 5,178.07
2025-06-19 19:00:00,Consumer 1,221.89
2025-06-19 19:00:00,Consumer 2,1.24
2025-06-19 19:00:00,Consumer 3,57.88
2025-06-19 19:00:00,Consumer 4,121.91
2025-06-19 19:00:00,Consumer 5,173.89
2025-06-19 20:00:00,Consumer 1,216.45
2025-06-19 20:00:00,Consumer 2,1.29
2025-06-19 20:00:00,Consumer 3,36.0
2025-06-19 20:00:00,Consumer 4,120.27
2025-06-19 20:00:00,Consumer 5,120.11
2025-06-19 21:00:00,Consumer 1,205.3
2025-06-19 21:00:00,Consumer 2,1.28
2025-06-19 21:00:00,Consumer 3,30.92
2025-06-19 21:00:00,Consumer 4,104.24
2025-06-19 21:00:00,Consumer 5,119.74
2025-06-19 22:00:00,Consumer 1,209.16
2025-06-19 22:00:00,Consumer 2,1.27
2025-06-19 22:00:00,Consumer 3,27.87
2025-06-19 22:00:00,Consumer 4,96.56
2025-06-19 22:00:00,Consumer 5,133.95
2025-06-19 23:00:00,Consumer 1,199.94
2025-06-19 23:00:00,Consumer 2,1.38
2025-06-19 23:00:00,Consumer 3,28.33
2025-06-19 23:00:00,Consumer 4,102.34
2025-06-19 23:00:00,Consumer 5,121.82
2025-06-20 00:00:00,Consumer 1,139.43
2025-06-20 00:00:00,Consumer 2,1.47
2025-06-20 00:00:00,Consumer 3,28.14
2025-06-20 00:00:00,Consumer 4,88.24
2025-06-20 00:00:00,Consumer 5,136.46
2025-06-20 01:00:00,Consumer 1,135.39
2025-06-20 01:00:00,Consumer 2,1.5
2025-06-20 01:00:00,Consumer 3,28.33
2025-06-20 01:00:00,Consumer 4,62.11
2025-06-20 01:00:00,Consumer 5,127.44
2025-06-20 02:00:00,Consumer 1,134.79
2025-06-20 02:00:00,Consumer 2,1.54
2025-06-20 02:00:00,Consumer 3,28.54
2025-06-20 02:00:00,Consumer 4,57.79
2025-06-20 02:00:00,Consumer 5,128.1
2025-06-20 03:00:00,Consumer 1,140.38
2025-06-20 03:00:00,Consumer 2,1.56
2025-06-20 03:00:00,Consumer 3,27.02
2025-06-20 03:00:00,Consumer 4,57.88
2025-06-20 04:00:00,Consumer 1,167.18
2025-06-20 04:00:00,Consumer 2,1.63
2025-06-20 04:00:00,Consumer 3,27.07
2025-06-20 04:00:00,Consumer 4,57.92
2025-06-20 04:00:00,Consumer 5,137.65
2025-06-20 05:00:00,Consumer 1,218.92
2025-06-20 05:00:00,Consumer 2,1.24
2025-06-20 05:00:00,Consumer 3,26.11
2025-06-20 05:00:00,Consumer 5,118.56
2025-06-20 06:00:00,Consumer 3,19.45
2025-06-20 06:00:00,Consumer 4,123.77
2025-06-20 06:00:00,Consumer 5,130.05
2025-06-20 07:00:00,Consumer 1,215.59
2025-06-20 07:00:00,Consumer 2,1.44
2025-06-20 07:00:00,Consumer 3,13.4
2025-06-20 07:00:00,Consumer 4,136.38
2025-06-20 07:00:00,Consumer 5,133.42
2025-06-20 08:00:00,Consumer 1,220.13
2025-06-20 08:00:00,Consumer 3,35.91
2025-06-20 08:00:00,Consumer 4,144.15
2025-06-20 08:00:00,Consumer 5,133.0
2025-06-20 09:00:00,Consumer 1,215.61
2025-06-20 09:00:00,Consumer 2,1.29
2025-06-20 09:00:00,Consumer 4,126.14
2025-06-20 10:00:00,Consumer 1,208.32
2025-06-20 10:00:00,Consumer 2,1.33
2025-06-20 10:00:00,Consumer 3,184.86
2025-06-20 10:00:00,Consumer 4,134.78
2025-06-20 10:00:00,Consumer 5,178.39
2025-06-20 11:00:00,Consumer 1,202.4
2025-06-20 11:00:00,Consumer 2,1.44
2025-06-20 11:00:00,Consumer 3,208.51
2025-06-20 11:00:00,Consumer 5,175.34
2025-06-20 12:00:00,Consumer 1,200.36
2025-06-20 12:00:00,Consumer 2,0.14
2025-06-20 12:00:00,Consumer 3,186.67
2025-06-20 12:00:00,Consumer 4,120.97
2025-06-20 12:00:00,Consumer 5,197.24
2025-06-20 13:00:00,Consumer 1,194.02
2025-06-20 13:00:00,Consumer 2,0.9
2025-06-20 13:00:00,Consumer 3,177.34
2025-06-20 13:00:00,Consumer 4,111.54
2025-06-20 13:00:00,Consumer 5,116.51
2025-06-20 14:00:00,Consumer 1,209.22
2025-06-20 14:00:00,Consumer 2,0.92
2025-06-20 14:00:00,Consumer 3,183.93
2025-06-20 14:00:00,Consumer 4,125.87
2025-06-20 14:00:00,Consumer 5,178.53
2025-06-20 15:00:00,Consumer 1,222.61
2025-06-20 15:00:00,Consumer 2,0.84
2025-06-20 15:00:00,Consumer 3,207.24
2025-06-20 15:00:00,Consumer 4,111.99
2025-06-20 16:00:00,Consumer 1,225.24
2025-06-20 16:00:00,Consumer 2,0.76
2025-06-20 16:00:00,Consumer 3,203.75
2025-06-20 16:00:00,Consumer 4,103.02
2025-06-20 16:00:00,Consumer 5,163.1
2025-06-20 17:00:00,Consumer 2,0.8
2025-06-20 17:00:00,Consumer 3,186.74
2025-06-20 17:00:00,Consumer 5,209.91
2025-06-20 18:00:00,Consumer 1,207.69
2025-06-20 18:00:00,Consumer 4,122.32
2025-06-20 18:00:00,Consumer 5,207.76
2025-06-20 19:00:00,Consumer 1,190.82
2025-06-20 19:00:00,Consumer 2,102.01
2025-06-20 19:00:00,Consumer 3,46.48
2025-06-20 19:00:00,Consumer 4,116.12
2025-06-20 19:00:00,Consumer 5,157.43
2025-06-20 20:00:00,Consumer 1,220.7
2025-06-20 20:00:00,Consumer 2,114.61
2025-06-20 20:00:00,Consumer 3,33.54
2025-06-20 20:00:00,Consumer 4,112.33
2025-06-20 20:00:00,Consumer 5,121.79
2025-06-20 21:00:00,Consumer 1,222.82
2025-06-20 21:00:00,Consumer 2,110.03
2025-06-20 21:00:00,Consumer 3,29.32
2025-06-20 21:00:00,Consumer 4,105.96
2025-06-20 21:00:00,Consumer 5,131.92
2025-06-20 22:00:00,Consumer 1,217.67
2025-06-20 22:00:00,Consumer 2,49.11
2025-06-20 22:00:00,Consumer 3,26.17
2025-06-20 22:00:00,Consumer 4,100.86
2025-06-20 22:00:00,Consumer 5,131.63
2025-06-20 23:00:00,Consumer 1,214.97
2025-06-20 23:00:00,Consumer 2,1.33
2025-06-20 23:00:00,Consumer 3,24.67
2025-06-20 23:00:00,Consumer 4,95.09
2025-06-20 23:00:00,Consumer 5,140.46
2025-06-21 00:00:00,Consumer 1,211.55
2025-06-21 00:00:00,Consumer 2,1.43
2025-06-21 00:00:00,Consumer 3,27.03
2025-06-21 00:00:00,Consumer 4,80.3
2025-06-21 00:00:00,Consumer 5,114.18
2025-06-21 01:00:00,Consumer 1,211.75
2025-06-21 01:00:00,Consumer 2,1.47
2025-06-21 01:00:00,Consumer 3,27.07
2025-06-21 01:00:00,Consumer 4,57.3
2025-06-21 01:00:00,Consumer 5,87.9
2025-06-21 02:00:00,Consumer 1,211.96
2025-06-21 02:00:00,Consumer 2,1.53
2025-06-21 02:00:00,Consumer 3,26.44
2025-06-21 02:00:00,Consumer 4,57.28
2025-06-21 02:00:00,Consumer 5,97.45
2025-06-21 03:00:00,Consumer 1,164.7
2025-06-21 03:00:00,Consumer 2,1.57
2025-06-21 03:00:00,Consumer 3,26.65
2025-06-21 03:00:00,Consumer 4,13.12
2025-06-21 04:00:00,Consumer 1,218.31
2025-06-21 04:00:00,Consumer 2,1.4
2025-06-21 04:00:00,Consumer 3,27.25
2025-06-21 04:00:00,Consumer 4,11.78
2025-06-21 04:00:00,Consumer 5,91.06
2025-06-21 05:00:00,Consumer 1,219.07
2025-06-21 05:00:00,Consumer 2,1.16
2025-06-21 05:00:00,Consumer 3,25.51
2025-06-21 05:00:00,Consumer 5,83.85
2025-06-21 06:00:00,Consumer 3,17.66
2025-06-21 06:00:00,Consumer 4,10.07
2025-06-21 06:00:00,Consumer 5,80.64
2025-06-21 07:00:00,Consumer 1,209.78
2025-06-21 07:00:00,Consumer 2,111.29
2025-06-21 07:00:00,Consumer 3,11.69
2025-06-21 07:00:00,Consumer 4,5.6
2025-06-21 07:00:00,Consumer 5,76.46
2025-06-21 08:00:00,Consumer 1,208.06
2025-06-21 08:00:00,Consumer 3,0.44
2025-06-21 08:00:00,Consumer 4,0.87
2025-06-21 08:00:00,Consumer 5,100.25
2025-06-21 09:00:00,Consumer 1,208.48
2025-06-21 09:00:00,Consumer 2,111.44
2025-06-21 09:00:00,Consumer 4,0.82
2025-06-21 10:00:00,Consumer 1,186.79
2025-06-21 10:00:00,Consumer 2,111.91
2025-06-21 10:00:00,Consumer 3,18.67
2025-06-21 10:00:00,Consumer 4,54.19
2025-06-21 10:00:00,Consumer 5,102.68
2025-06-21 11:00:00,Consumer 1,208.79
2025-06-21 11:00:00,Consumer 2,52.02
2025-06-21 11:00:00,Consumer 3,3.13
2025-06-21 11:00:00,Consumer 5,139.57
2025-06-21 12:00:00,Consumer 1,210.42
2025-06-21 12:00:00,Consumer 2,1.22
2025-06-21 12:00:00,Consumer 3,0.04
2025-06-21 12:00:00,Consumer 4,108.27
2025-06-21 12:00:00,Consumer 5,164.36
2025-06-21 13:00:00,Consumer 1,203.65
2025-06-21 13:00:00,Consumer 2,0.96
2025-06-21 13:00:00,Consumer 3,2.43
2025-06-21 13:00:00,Consumer 4,111.32
2025-06-21 13:00:00,Consumer 5,79.48
2025-06-21 14:00:00,Consumer 1,206.97
2025-06-21 14:00:00,Consumer 2,0.91
2025-06-21 14:00:00,Consumer 3,0.04
2025-06-21 14:00:00,Consumer 4,114.92
2025-06-21 14:00:00,Consumer 5,130.12
2025-06-21 15:00:00,Consumer 1,219.04
2025-06-21 15:00:00,Consumer 2,0.92
2025-06-21 15:00:00,Consumer 3,12.61
2025-06-21 15:00:00,Consumer 4,84.03
2025-06-21 16:00:00,Consumer 1,229.15
2025-06-21 16:00:00,Consumer 2,0.93
2025-06-21 16:00:00,Consumer 3,36.24
2025-06-21 16:00:00,Consumer 4,121.06
2025-06-21 16:00:00,Consumer 5,192.54
2025-06-21 17:00:00,Consumer 2,23.82
2025-06-21 17:00:00,Consumer 3,27.1
2025-06-21 17:00:00,Consumer 5,159.64
2025-06-21 18:00:00,Consumer 1,230.5
2025-06-21 18:00:00,Consumer 4,95.26
2025-06-21 18:00:00,Consumer 5,185.02
2025-06-21 19:00:00,Consumer 1,69.74
2025-06-21 19:00:00,Consumer 2,21.06
2025-06-21 19:00:00,Consumer 3,30.46
2025-06-21 19:00:00,Consumer 4,102.87
2025-06-21 19:00:00,Consumer 5,159.03
2025-06-21 20:00:00,Consumer 1,0.0
2025-06-21 20:00:00,Consumer 2,1.02
2025-06-21 20:00:00,Consumer 3,28.46
2025-06-21 20:00:00,Consumer 4,103.43
2025-06-21 20:00:00,Consumer 5,68.76
2025-06-21 21:00:00,Consumer 1,1.92
2025-06-21 21:00:00,Consumer 2,1.45
2025-06-21 21:00:00,Consumer 3,26.76
2025-06-21 21:00:00,Consumer 4,102.99
2025-06-21 21:00:00,Consumer 5,71.91
2025-06-21 22:00:00,Consumer 1,167.87
2025-06-21 22:00:00,Consumer 2,1.21
